Brand (Manufacturer),row_number,product_id,Part Number,Extra Info/Notes,superseded
NULL,80,306,"B000879280,897800H040","<html><head></head><body><p>OEM&nbsp;Citroen/Peugeot/Toyota Immobiliser Control Unit with bracket</p>

<p>This box has a virgin dump ready to programme to keys. Just plug in,&nbsp;program&nbsp;keys and go through the ICU reset procedure</p>

<p>This ECU is located behind instrument cluster</p>

<p>NOTE:<br>
This box works vehicles without Hands-Free/Smart key systems for&nbsp;Citroen C1/Peugeot 108/ Toyota Aygo</p>

<p>Sticker on the Box:<br>
Tokai Rika ECU Immobiliser<br>
Toyota P/N: 89780-0H040</p>



</body></html>",NULL
Fiat,81,308,,<html><head></head><body></body></html>,NULL
Citroen,82,309,,<html><head></head><body></body></html>,NULL
Citroen,83,310,,<html><head></head><body></body></html>,NULL
NULL,84,315,"9170GS,9170HZ","<html><head></head><body><p>This is a&nbsp;OEM Citroen/Peugeot&nbsp;Left Door lock ready to be assembled to key number/existing key.</p>

<p>Silca Blank Reference: VA2/VA6</p>

<p>What you get:<br>
1x Outer door parts (split)<br>
1x Inner barrel holder<br>
1x Inner barrel<br>
1x Internal holding lock spring<br>
1x Lock spring<br>
1x Grommet<br>
1x inner holder<br>
1x outer holder<br>
1x Paddle<br>
2x each of wafer<br>
6x Springs</p>

<p>Labour to build lock see {LL2}&nbsp;&nbsp;(cannot build to codes A-F as do not stock correct wafers)</p>

<p>Uses pins: {RELP1}-8<br>
Uses springs: {RELP9}</p>



</body></html>",NULL
NULL,85,316,"9170GR,9170HV","<html><head></head><body><p>This is an OEM Citroen/Peugeot Right Door lock in kit form</p>

<p>Silca Blank Reference: VA2/VA6</p>

<p>Uses pins: {RELP1}-8<br>
Uses springs: {RELP9}</p>

<p>(cannot build to codes A-F as do not stock correct wafers)</p>



</body></html>",NULL
NULL,86,317,"9170GT,9170JA","<html><head></head><body><p>This is a&nbsp;OEM Citroen/Peugeot&nbsp;Rear Barn&nbsp;Door lock ready to be assembled to key number/existing key.</p>

<p>Silca Blank Reference: VA2/VA6</p>

<p>What you get:<br>
1x Outer door parts (split)<br>
1x Inner barrel holder<br>
1x Inner barrel<br>
1x Internal holding lock spring<br>
1x Lock spring<br>
1x Grommet<br>
1x inner holder<br>
1x outer holder<br>
1x Paddle<br>
2x each of wafer<br>
6x Springs</p>

<p>Labour to build lock see {LL2}</p>

<p>(cannot build to codes A-F as do not stock correct wafers)</p>

<p>Uses pins: {RELP1}-8<br>
Uses springs: {RELP9}</p>



</body></html>",NULL
Citroen,87,318,,<html><head></head><body></body></html>,NULL
Citroen,88,319,,<html><head></head><body></body></html>,NULL
Citroen,89,320,,<html><head></head><body></body></html>,NULL
Peugeot,90,320,,<html><head></head><body></body></html>,NULL
Citroen,91,321,,<html><head></head><body></body></html>,NULL
Peugeot,92,321,,<html><head></head><body></body></html>,NULL
NULL,93,322,"8126R8,RPO12820,8726R9","<html><head></head><body><p>OEM Citroen/Peugeot/Toyota&nbsp;Boot&nbsp;Lock Ready to be Assembled to Key Number/Existing Key</p>

<p>Silca Blank Reference: VA2</p>

<p>What you get:<br>
1x Outer&nbsp;boot lock<br>
1x Inner&nbsp;boot barrel<br>
1x Chrome lock cover<br>
1x Rear metal lock engager<br>
1x Rear holder spring<br>
1x Circlip<br>
16x Waffers/Spacers (2 of each size)<br>
6x Springs</p>

<p>Labour to build lock {LL2}</p>

<p>Uses pins: {RELP1}-8<br>
Uses springs: {RELP9}</p>



<p>&nbsp;</p>

</body></html>",Y
Citroen,94,357,,<html><head></head><body></body></html>,NULL
NULL,95,358,"4162LF,1508H7","<html><head></head><body><p>The is an&nbsp;OEM Citroen Berlingo lockset.</p>

<p>Silca Blank Reference: VA2<br>
JMA Black Reference: CIT-1</p>

<p>What you get:<br>
1x Ignition lock<br>
1x Ignition security screw<br>
1x Right door lock<br>
1x Left door lock<br>
1x Rear barn door lock<br>
1x Fuel cap lock<br>
1x Plastic fuel cap<br>
2x Basic key with transponder chip</p>



</body></html>",NULL
Citroen,96,359,1508J0,"<html><head></head><body><p>The is an&nbsp;OEM Citroen C1 lockset.</p>

<p>Silca Blank Reference: VA2/VA6<br>
JMA Black Reference: CIT-1</p>

<p>What you get:<br>
1x Ignition lock with electrics<br>
2x Left/Right door locks<br>
1x Fuel cap lock<br>
1x Fuel cap<br>
1x Boot lock<br>
2x Remote key blade ({CTB1c})<br>
2x Aftermarket Transponder keys ({CTKC2G}) with ID70 chip.</p>



</body></html>",NULL
Citroen,97,362,,<html><head></head><body></body></html>,NULL
NULL,98,363,"6554RE,AKRM10,L25338,AKRM10,NWKS48","<html><head></head><body><p>OEM&nbsp;Citroen 2 Button Remote with T14 ID46 Chip without Screw. Lock and Unlock Buttons</p>

<p>Frequency: 433mhz</p>

<p>Sticker Number: A8</p>

<p><strong>NOTE: Please make sure you have the correct remote and not the later C2 remote {CTR2}</strong></p>

<p>For key blade see {CTB1c}<br>
For screw see {PRP6}<br>
For remote case see {PERC2}<br>
For battery see {CR2016}<br>
For replacement buttons see {EPRB12}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming immobiliser.</p>



<p><em><strong>NOTE:<br>
CITROEN C2<br>
CAN VAN ASSEMBLY FROM START OF PRODUCTION UNTIL RPO No 09824.<br>
CITROEN C3<br>
FROM START OF PRODUCTION UNTIL VEHICLES WITH CAN CAN SYSTEM AROUND 2006<br>
CITROEN C3 PLURIEL<br>
CAN VAN ASSEMBLY FROM START OF PRODUCTION UNTIL RPO No 09824</strong></em></p>

</body></html>",NULL
NULL,99,364,"6554TE,AKK213,L25290,AKK213,HVRM99,NWKS51,NWKS119","<html><head></head><body><p>OEM&nbsp;Citroen CAN Flip Remote with PCF 7941A T14 ID46 Chip. Lock, Unlock and Headlight Buttons</p>

<p>Sticker Number: 662268 Delphi</p>

<p>Comes fitted with VA2T key&nbsp;blade ({PEB6c})</p>

<p>For key cutting see {CUT2}<br>
For remote case see {CTRC7}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB13}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the&nbsp;immobiliser.</p>



</body></html>",Y
NULL,100,365,"6490E0,L25316,AKK320,HVRM98","<html><head></head><body><p>OEM&nbsp;Citroen 3 Button Flip Remote Key with&nbsp;<s>PCF7961</s>&nbsp;PCF7941&nbsp;ID46 Transponder Chip. Lock, Unlock and Rear Door Buttons</p>

<p>Frequency: 434Mhz</p>

<p>Sticker Number: JCAE ED11 633346<br>
Superseded to<br>
JCAE ED16 633346 or JCAE ED17 633346<br>
Superseded to<br>
187453 Delphi</p>

<p>Comes fitted with VA2 flip key blade ({PEB6c})</p>

<p>For key cutting see {CUT2}<br>
For remote case see {CTRC9}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB17}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the&nbsp;immobiliser</p>



<p><em><strong>NOTE:<br>
CITROEN BERLINGO B9 MODEL<br>
WITH CAN CAN ASSEMBLY AND WITH SEPARATE FRONT/REAR CONTROL SYSTEM</strong></em></p>

</body></html>",Y
NULL,101,366,"6490A2,L25298,AKK268,AKK268,NWKS59","<html><head></head><body><p>OEM Citroen 3 Button CAN Flip Remote&nbsp;Key with PCF7941 ID46 T14 Transponder Chip. Lock, Unlock and&nbsp;Light Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker on Side: 662269 Delphi</p>

<p>Comes fitted with HU83 key blade ({PEB8s})</p>

<p>For key cutting see {CUT2}<br>
For remote case see {CTRC8}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB13}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the immobiliser.</p>



<p><em><strong>NOTE:<br>
CITROEN C4 PICASSO<br>
BUILT FROM START OF PRODUCTION UNTIL RPO No 12411<br>
CITROEN C4 GRAND PICASSO<br>
BUILT FROM START OF PRODUCTION UNTIL RPO No 12411<br>
CITROEN C5 X7 MODEL<br>
EXCEPT WITH MOTORISED TAILGATE</strong></em></p>

</body></html>",Y
Citroen,102,367,,NULL,NULL
NULL,103,368,"6554NR,AKK246,L25296,HVRM76,NWKS50","<html><head></head><body><p>OEM&nbsp;Citroen 2 Button CAN Flip Remote with PCF7961 (was PCF7941) ID46 T14 Transponder Chip</p>

<p><em><strong>NOTE:<br>
As of 02.09.16 - Citroen have superseded from Eurocir to Delphi remotes. On early CAN-based vehicles the remote can tend not to code in. Citroen have a Technical Service Bulletin (TSB) that instructs the dealership to change configuration settings within the BSI system to allow a new remote to work. We cannot&nbsp;accept returns if this happens.<br>
YOU CAN USE {CTR16c} (aftermarket product) to get around this problem</strong></em><br>
&nbsp;</p>

<p>Sticker Number: (was)<br>
643424 ED24 JCAE<br>
Sticker Number: (was)<br>
038436 JCAE ED27<br>
Sticker Number: (Now)<br>
Delphi 662264</p>

<p>Comes fitted with VA2 flip key blade ({PEB6c})</p>

<p>For key cutting see {CUT2}<br>
For remote case see {CTRC4}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB17}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the&nbsp;immobiliser</p>

<p>For key cutting see {CUT2}</p>



<p><strong><em>NOTE:<br>
CITROEN C2<br>
WITH CAN CAN ASSEMBLY<br>
CITROEN C3<br>
WITH CAN CAN ASSEMBLY<br>
CITROEN C3 PLURIEL<br>
WITH CAN CAN ASSEMBLY</em></strong></p>

</body></html>",Y
Citroen,104,369,,<html><head></head><body></body></html>,NULL
NULL,105,370,"6554XG,L25318,AKK324,HVRM102,NWKS60","<html><head></head><body><p>OEM Citroen 3 Button CAN Flip Remote with PCF7941 ID46 Transponder&nbsp;Chip. Lock, Unlock and Rear Door Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number: 014597 Delphi</p>

<p>Comes fitted with HU83 key blade ({PEB8s})</p>

<p>For key cutting see {CUT2}<br>
For remote case see {CTRC10}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB13}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the immobiliser</p>



<p><strong><em>NOTE:<br>
CITROEN DISPATCH 3 MODEL<br>
BUILT FROM CHANGE OF MODEL AROUND 2006 UNTIL RPO No 11829 PANELLED VAN WITH CAN CAN ASSEMBLY</em></strong></p>

</body></html>",NULL
NULL,106,371,"9170Z4,AKK261,L25297,AKK261,HVRM95","<html><head></head><body><p>OEM&nbsp;Citroen 3 Button Remote with ID46 T14 Transponder Chip. Lock, unlock and headlight buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number: D1644200 Delphi</p>

<p>Comes fitted with SX9 key blade (non replaceable)</p>

<p>For key cutting see {CUT3}<br>
For battery see {CR1620}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the immobiliser</p>



<p><strong><em>NOTE:<br>
CITROEN C5 2 MODEL<br>
BUILT WITH FACELIFTED FRONT END</em></strong></p>

</body></html>",NULL
NULL,107,372,"6490S2,6490S3,L25314,AKK318,NWKS87","<html><head></head><body><p>OEM&nbsp;Citroen 2 Button Flip Remote Key with PCF7941 ID46 Transponder Chip. Lock and Unlock Button</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number: 644488 Delphi</p>

<p>Comes fitted with VA2 key blade ({PEB6c})</p>

<p>For cutting see {CUT2}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB13}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the immobiliser</p>



</body></html>",NULL
NULL,108,373,"6554RJ,L25372,HVRM96,NWKS49","<html><head></head><body><p>OEM Citroen 2 Button Remote with T14 ID46 Chip without Screw. Lock and Unlock Button</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number: A642</p>

<p><strong>NOTE: Please check you have the correct remote and not the earlier remote {CTR11}</strong></p>

<p>For key blade see {CTB1c}<br>
For screw see {PRP6}<br>
For remote case see {PERC3}<br>
For battery see {CR2016}<br>
For replacement buttons see {EPRB12}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming immobiliser</p>



<p><strong><em>NOTE:<br>
CITROEN C2<br>
CAN VAN ASSEMBLY BUILT FROM RPO No 09825 UNTIL CAN CAN ASSEMBLY AROUND MID 2006<br>
CITROEN C3 PLURIEL<br>
CAN VAN ASSEMBLY BUILT FROM RPO No 09825 UNTIL CAN CAN ASSEMBLY AROUND MID 2006</em></strong></p>

</body></html>",NULL
NULL,109,374,"6490FP,6490FQ,L25384,AKRM167,HVRM115","<html><head></head><body><p>OEM&nbsp;Citroen 2 Button Flip Remote Key with PCF7941 ID46 Transponder Chip. Lock and Unlock Buttons</p>

<p><strong>NOTE: THIS REMOTE COMES FITTED WITH A CHROME AND BLACK FACIA CAP ({CTRP3})</strong></p>

<p>Frequency: 433Mhz</p>

<p>Comes fitted with VA2 key blade ({PEB6c})</p>

<p>For cutting see {CUT2}<br>
For battery see {CR1620}<br>
For case see {CTRC13}<br>
For replacement buttons see {EPRB13}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the immobiliser</p>



<p><em><strong>NOTE:<br>
Other cap colours are available on special order<br>
Carmen Red, Ice-Bank White, Fushia, Pegasus Yellow, Botticelli Blue, Rosso Aden, Infinite Blue, Moondust and Red are all available within 7 days</strong></em></p>

</body></html>",NULL
NULL,110,375,"6554SF,L25301,AKK277,AKK277,AKK277","<html><head></head><body><p>OEM&nbsp;Citroen 4 Button Flip Remote Key with&nbsp;PCF7941 ID46 Transponder&nbsp;Chip. Lock, Unlock, Right Sliding door and Left Sliding door Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number: 014601 Delphi</p>

<p>Comes fitted with HU83 key blade ({PEB8s})</p>

<p>For key cutting see {CUT2}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB17}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the&nbsp;immobiliser</p>



<p><strong><em>NOTE:<br>
CITROEN C8 CAN<br>
BUILT WITH MULTIPLEX CAN CAN ASSEMBLY UPTO RPO NUMBER 11826 WITH MOTORISED SLIDING REAR DOORS</em></strong></p>

</body></html>",NULL
NULL,111,376,"6554JZ,L25391,HVRM94,NWKS47,AKRM184","<html><head></head><body><p>OEM&nbsp;Citroen 2&nbsp;Button&nbsp;Remote Head with ID70 (ID67 on some machines) Transponder Chip without Screw</p>

<p>Lock and unlock buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number:&nbsp;no sticker present</p>

<p>For key blade see {CTB1c}<br>
For screw see {PRP6}<br>
For remote case see {PERC3}<br>
For battery see {CR2016}<br>
<em>For replacement buttons see {EPRB12}<br>
To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p><strong>NOTE: Logic on the ID70&nbsp;transponder&nbsp;chip is for a spare key. B3 in page one allows this key to slot into location 3, 4 or 5 within the immobiliser control unit</strong></p>

<p><strong>NOTE: If the car has a total loss of keys then programming with diagnostic&nbsp;equipment is not possible. The immobiliser control box needs to have the&nbsp;chip read and&nbsp;modify via EEPROM<br>
We can&nbsp;provide this service&nbsp;at an additional charge when you send the box to us</strong></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Manually</p>



</body></html>",Y
NULL,112,377,"6490C8,L25320,AKK326","<html><head></head><body><p>OEM&nbsp;Citroen 2 Button Flip Remote Key with PCF7941 ID46 Transponder Chip. Lock and Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number: JCAE ED17 633344</p>

<p>Comes fitted with VA2 key blade ({PEB6c})</p>

<p>For cutting see {CUT2}<br>
For remtoe case see {CTRC4}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB17}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the&nbsp;immobiliser</p>



<p><strong><em>NOTE:<br>
CITROEN BERLINGO B9 MODEL<br>
BUILT WITH CAN CAN ASSEMBLY WITHOUT SEPARATE FRONT/REAR CONTROL SYSTEM</em></strong></p>

</body></html>",NULL
Citroen,113,378,"6490QT,6490QV,HVRM97,NWKS63","<html><head></head><body><p>OEM&nbsp;Citroen 2 Button Flip Remote Key with PCF7941 ID46 Transponder Chip</p>

<p>Lock and unlock buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number:&nbsp;<s>746894 Delphi</s></p>

<p>Superseded to:<br>
038436 JCAE ED31</p>

<p>Comes fitted with HU83 key blade ({PEB8s})</p>

<p>For cutting see {CUT2}<br>
For remote case see {PERC5}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB17}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the&nbsp;immobiliser</p>



<p><em><strong>NOTE:<br>
CITROEN C4 PICASSO<br>
BUILT FROM RPO NUMBER 12412 EXCEPT VEHICLES WITH HEADLIGHT ILLUMINATION FROM PLIP</strong></em></p>

</body></html>",Y
NULL,114,379,"6490QW,6490A2,6490QX,L25331,AKK343,NWKS88","<html><head></head><body><p>OEM&nbsp;Citroen 3 Button Flip Remote Key with&nbsp;<s>PCF7941</s>&nbsp;now PCF7961&nbsp;ID46 Transponder Chip</p>

<p>Lock, unlock and headlight buttons</p>

<p>Frequency: 433Mhz</p>

<p>Sticker Number:<br>
<s>Was: 746895 Delphi<br>
Was: 038437 ED27 JCAE</s><br>
Now: 662269 Delphi</p>

<p>Comes fitted&nbsp;with HU83 key blade ({PEB8c})</p>

<p>For cutting see {CUT2}<br>
For remote case see {CTRC3}<br>
For battery see {CR1620}<br>
For replacement buttons see {EPRB17}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the&nbsp;immobiliser</p>



<p><strong><em>NOTE:<br>
CITROEN C4 PICASSO<br>
BUILT FROM RPO No 12412 WITH HEADLIGHT ILLUMINATION WITH PLIP</em></strong></p>

</body></html>",NULL
NULL,115,380,"6490KF,6490KG,L25319,6490TT,6490TV,AKK325,NWKS173,C4,B7,DS4","<html><head></head><body><p>OEM&nbsp;Citroen 3 Button Flip Remote Key with PCF7941 ID46 Transponder Chip</p>

<p>Lock, unlock and boot buttons</p>

<p>Frequency: 434Mhz</p>

<p>Writing on remote:<br>
HELLA<br>
5FA010354-00<br>
96659754 80 00<br>
or<br>
96740006 80 00</p>

<p>Comes fitted with VA2 key blade ({CTB8c})</p>

<p>For cutting see {CUT2}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after programming the&nbsp;immobiliser</p>

</body></html>",NULL
